species,region,production_system,group,age_group,sex,year,ahle_component,cause,disease,mean,sd,lower95,upper95,exchg_rate_lcuperusdol,mean_usd,sd_usd,lower95_usd,upper95_usd
All Poultry,National,Small holder,Chick,Chick,Overall,2017,Health cost,Infectious,FMD,0.0,0.0,0.0,0.0,23.8661044574125,0.0,0.0,0.0,0.0
All Poultry,National,Small holder,Chick,Chick,Overall,2017,Health cost,Infectious,Other diseases,22334.784051006674,0.0,22334.784051006674,22334.784051006674,23.8661044574125,935.8370190184005,0.0,935.8370190184005,935.8370190184005
All Poultry,National,Small holder,Chick,Chick,Overall,2017,Health cost,Infectious,PPR,0.0,0.0,0.0,0.0,23.8661044574125,0.0,0.0,0.0,0.0
All Poultry,National,Small holder,Chick,Chick,Overall,2017,Health cost,Infectious,known,0.0,0.0,0.0,0.0,23.8661044574125,0.0,0.0,0.0,0.0
All Poultry,National,Small holder,Chick,Chick,Overall,2017,Health cost,Non-infectious,All conditions,22334.784051006674,11167.392025503337,446.69568102013363,44222.87242099321,23.8661044574125,935.8370190184005,467.91850950920025,18.716740380368016,1852.9572976564327
All Poultry,National,Small holder,Chick,Chick,Overall,2017,Health cost,allcause,alldisease,67004.35215302002,0.0,67004.35215302002,67004.35215302002,23.8661044574125,2807.5110570552015,0.0,2807.5110570552015,2807.5110570552015
All Poultry,National,Small holder,Chick,Chick,Overall,2017,Mortality,External,All causes,936755.342662072,142390.446882104,657670.0667731483,1215840.6185509958,23.8661044574125,39250.45012409338,5966.220718433141,27556.657515964424,50944.24273222233
All Poultry,National,Small holder,Chick,Chick,Overall,2017,Mortality,Infectious,All diseases,2044536.44461796,158387.686612414,1734096.5788576286,2354976.310378291,23.8661044574125,85666.95282283296,6636.511915677166,72659.38946810571,98674.51617756019
All Poultry,National,Small holder,Chick,Chick,Overall,2017,Mortality,Infectious,Brucellosis,0.0,0.0,0.0,0.0,23.8661044574125,0.0,0.0,0.0,0.0
All Poultry,National,Small holder,Chick,Chick,Overall,2017,Mortality,Infectious,FMD,0.0,0.0,0.0,0.0,23.8661044574125,0.0,0.0,0.0,0.0
All Poultry,National,Small holder,Chick,Chick,Overall,2017,Mortality,Infectious,Other diseases,2044536.44461796,158387.686612414,1734096.5788576286,2354976.310378291,23.8661044574125,85666.95282283296,6636.511915677166,72659.38946810571,98674.51617756019
All Poultry,National,Small holder,Chick,Chick,Overall,2017,Mortality,Infectious,PPR,0.0,0.0,0.0,0.0,23.8661044574125,0.0,0.0,0.0,0.0
All Poultry,National,Small holder,Chick,Chick,Overall,2017,Mortality,Infectious,known,0.0,0.0,0.0,0.0,23.8661044574125,0.0,0.0,0.0,0.0
All Poultry,National,Small holder,Chick,Chick,Overall,2017,Mortality,Non-infectious,All conditions,813183.604707136,130041.676398155,558301.9189667522,1068065.2904475199,23.8661044574125,34072.74137085124,5448.801945462271,23393.08955774519,44752.39318395729
All Poultry,National,Small holder,Chick,Chick,Overall,2017,Mortality,allcause,alldisease,3794475.7301089307,16.8115,3794442.7795689306,3794508.680648931,23.8661044574125,158990.15848522427,0.7044090513388567,158988.77784348364,158991.5391269649
All Poultry,National,Small holder,Chick,Chick,Overall,2017,Production loss,External,All causes,-4845288.90071645,2142128.59612745,-9043860.949126251,-646716.8523066482,23.8661044574125,-203019.68045780368,89756.10577544979,-378941.6477776852,-27097.71313792211
All Poultry,National,Small holder,Chick,Chick,Overall,2017,Production loss,Infectious,All diseases,-8460155.60668483,3543019.08997922,-15404473.023044102,-1515838.1903255582,23.8661044574125,-354484.1438945942,148454.01755035078,-645454.0182932818,-63514.26949590672
All Poultry,National,Small holder,Chick,Chick,Overall,2017,Production loss,Infectious,Brucellosis,0.0,0.0,0.0,0.0,23.8661044574125,0.0,0.0,0.0,0.0
All Poultry,National,Small holder,Chick,Chick,Overall,2017,Production loss,Infectious,FMD,0.0,0.0,0.0,0.0,23.8661044574125,0.0,0.0,0.0,0.0
All Poultry,National,Small holder,Chick,Chick,Overall,2017,Production loss,Infectious,Other diseases,-8460155.60668483,3543019.08997922,-15404473.023044102,-1515838.1903255582,23.8661044574125,-354484.1438945942,148454.01755035078,-645454.0182932818,-63514.26949590672
All Poultry,National,Small holder,Chick,Chick,Overall,2017,Production loss,Infectious,PPR,0.0,0.0,0.0,0.0,23.8661044574125,0.0,0.0,0.0,0.0
All Poultry,National,Small holder,Chick,Chick,Overall,2017,Production loss,Infectious,known,0.0,0.0,0.0,0.0,23.8661044574125,0.0,0.0,0.0,0.0
All Poultry,National,Small holder,Chick,Chick,Overall,2017,Production loss,Non-infectious,All conditions,-7468668.19245527,3195895.96535664,-13732624.284554284,-1204712.1003562557,23.8661044574125,-312940.3965269078,133909.40993573153,-575402.8400009415,-50477.95305287402
All Poultry,National,Small holder,Chick,Chick,Overall,2017,Production loss,allcause,alldisease,-20992416.422543492,8364413.084992079,-37386666.06912797,-4598166.775959017,23.8661044574125,-879591.2403720131,350472.4912236023,-1566517.3231702738,-192665.1575737525
All Poultry,National,Small holder,Chick,Chick,Overall,2018,Health cost,External,All causes,23451.52325355701,11725.761626778505,469.0304650711405,46434.01604204288,27.4293865941667,854.9780423651308,427.48902118256547,17.099560847302627,1692.8565238829592
All Poultry,National,Small holder,Chick,Chick,Overall,2018,Health cost,Infectious,All diseases,23451.52325355701,0.0,23451.52325355701,23451.52325355701,27.4293865941667,854.9780423651308,0.0,854.9780423651308,854.9780423651308
All Poultry,National,Small holder,Chick,Chick,Overall,2018,Health cost,Infectious,Brucellosis,0.0,0.0,0.0,0.0,27.4293865941667,0.0,0.0,0.0,0.0
All Poultry,National,Small holder,Chick,Chick,Overall,2018,Health cost,Infectious,FMD,0.0,0.0,0.0,0.0,27.4293865941667,0.0,0.0,0.0,0.0
All Poultry,National,Small holder,Chick,Chick,Overall,2018,Health cost,Infectious,Other diseases,23451.52325355701,0.0,23451.52325355701,23451.52325355701,27.4293865941667,854.9780423651308,0.0,854.9780423651308,854.9780423651308
All Poultry,National,Small holder,Chick,Chick,Overall,2018,Health cost,Infectious,PPR,0.0,0.0,0.0,0.0,27.4293865941667,0.0,0.0,0.0,0.0
All Poultry,National,Small holder,Chick,Chick,Overall,2018,Health cost,Infectious,known,0.0,0.0,0.0,0.0,27.4293865941667,0.0,0.0,0.0,0.0
All Poultry,National,Small holder,Chick,Chick,Overall,2018,Health cost,Non-infectious,All conditions,23451.52325355701,11725.761626778505,469.0304650711405,46434.01604204288,27.4293865941667,854.9780423651308,427.48902118256547,17.099560847302627,1692.8565238829592
All Poultry,National,Small holder,Chick,Chick,Overall,2018,Health cost,allcause,alldisease,70354.56976067103,0.0,70354.56976067103,70354.56976067103,27.4293865941667,2564.934127095393,0.0,2564.934127095393,2564.934127095393
All Poultry,National,Small holder,Chick,Chick,Overall,2018,Mortality,External,All causes,983593.113302787,149509.966267171,690553.5794191319,1276632.647186442,27.4293865941667,35859.0998718128,5450.722193655132,25175.684372248747,46542.51537137686
All Poultry,National,Small holder,Chick,Chick,Overall,2018,Mortality,Infectious,All diseases,2146763.27625439,166307.07700971,1820801.4053153582,2472725.1471934216,27.4293865941667,78265.08510806193,6063.098656572869,66381.41174117911,90148.75847494476
All Poultry,National,Small holder,Chick,Chick,Overall,2018,Mortality,Infectious,Brucellosis,0.0,0.0,0.0,0.0,27.4293865941667,0.0,0.0,0.0,0.0
All Poultry,National,Small holder,Chick,Chick,Overall,2018,Mortality,Infectious,FMD,0.0,0.0,0.0,0.0,27.4293865941667,0.0,0.0,0.0,0.0
All Poultry,National,Small holder,Chick,Chick,Overall,2018,Mortality,Infectious,Other diseases,2146763.27625439,166307.07700971,1820801.4053153582,2472725.1471934216,27.4293865941667,78265.08510806193,6063.098656572869,66381.41174117911,90148.75847494476
All Poultry,National,Small holder,Chick,Chick,Overall,2018,Mortality,Infectious,PPR,0.0,0.0,0.0,0.0,27.4293865941667,0.0,0.0,0.0,0.0
All Poultry,National,Small holder,Chick,Chick,Overall,2018,Mortality,Infectious,known,0.0,0.0,0.0,0.0,27.4293865941667,0.0,0.0,0.0,0.0
All Poultry,National,Small holder,Chick,Chick,Overall,2018,Mortality,Non-infectious,All conditions,853842.788935433,136543.762956271,586217.0135411419,1121468.5643297243,27.4293865941667,31128.75987963276,4978.010080083571,21371.86012266896,40885.65963659656
All Poultry,National,Small holder,Chick,Chick,Overall,2018,Mortality,allcause,alldisease,3984199.5166143766,16.811499999999995,3984166.5660743765,3984232.4671543767,27.4293865941667,145252.95718649722,0.6129010556719935,145251.7559004281,145254.15847256634
All Poultry,National,Small holder,Chick,Chick,Overall,2018,Production loss,External,All causes,-5087553.34575228,2249235.02593345,-9496053.996581841,-679052.6949227182,27.4293865941667,-185478.2033964343,82000.92328757311,-346200.0130400776,-24756.393752791017
All Poultry,National,Small holder,Chick,Chick,Overall,2018,Production loss,Infectious,All diseases,-8883163.38701909,3720170.04447752,-16174696.674195029,-1591630.099843151,27.4293865941667,-323855.7069631385,135627.1687558873,-589684.9577246776,-58026.456201599365
All Poultry,National,Small holder,Chick,Chick,Overall,2018,Production loss,Infectious,Brucellosis,0.0,0.0,0.0,0.0,27.4293865941667,0.0,0.0,0.0,0.0
All Poultry,National,Small holder,Chick,Chick,Overall,2018,Production loss,Infectious,FMD,0.0,0.0,0.0,0.0,27.4293865941667,0.0,0.0,0.0,0.0
All Poultry,National,Small holder,Chick,Chick,Overall,2018,Production loss,Infectious,Other diseases,-8883163.38701909,3720170.04447752,-16174696.674195029,-1591630.099843151,27.4293865941667,-323855.7069631385,135627.1687558873,-589684.9577246776,-58026.456201599365
All Poultry,National,Small holder,Chick,Chick,Overall,2018,Production loss,Infectious,PPR,0.0,0.0,0.0,0.0,27.4293865941667,0.0,0.0,0.0,0.0
All Poultry,National,Small holder,Chick,Chick,Overall,2018,Production loss,Infectious,known,0.0,0.0,0.0,0.0,27.4293865941667,0.0,0.0,0.0,0.0
All Poultry,National,Small holder,Chick,Chick,Overall,2018,Production loss,Non-infectious,All conditions,-7842101.60207805,3355690.7636239,-14419255.498780895,-1264947.7053752067,27.4293865941667,-285901.457371482,122339.2565525888,-525686.400214556,-46116.51452840794
All Poultry,National,Small holder,Chick,Chick,Overall,2018,Production loss,allcause,alldisease,-22042037.24367067,8782633.739240035,-39255999.37258114,-4828075.114760198,27.4293865941667,-803592.0587578237,320190.672477809,-1431165.7768143294,-176018.34070131797
All Poultry,National,Small holder,Chick,Chick,Overall,2019,Health cost,External,All causes,24624.099416234858,12312.04970811743,492.4819883246928,48755.71684414502,29.06975,847.069528160196,423.53476408009806,16.941390563203772,1677.1976657571881
All Poultry,National,Small holder,Chick,Chick,Overall,2019,Health cost,Infectious,All diseases,24624.09941623486,0.0,24624.09941623486,24624.09941623486,29.06975,847.0695281601961,0.0,847.0695281601961,847.0695281601961
All Poultry,National,Small holder,Chick,Chick,Overall,2019,Health cost,Infectious,Brucellosis,0.0,0.0,0.0,0.0,29.06975,0.0,0.0,0.0,0.0
All Poultry,National,Small holder,Chick,Chick,Overall,2019,Health cost,Infectious,FMD,0.0,0.0,0.0,0.0,29.06975,0.0,0.0,0.0,0.0
All Poultry,National,Small holder,Chick,Chick,Overall,2019,Health cost,Infectious,Other diseases,24624.09941623486,0.0,24624.09941623486,24624.09941623486,29.06975,847.0695281601961,0.0,847.0695281601961,847.0695281601961
All Poultry,National,Small holder,Chick,Chick,Overall,2019,Health cost,Infectious,PPR,0.0,0.0,0.0,0.0,29.06975,0.0,0.0,0.0,0.0
All Poultry,National,Small holder,Chick,Chick,Overall,2019,Health cost,Infectious,known,0.0,0.0,0.0,0.0,29.06975,0.0,0.0,0.0,0.0
All Poultry,National,Small holder,Chick,Chick,Overall,2019,Health cost,Non-infectious,All conditions,24624.099416234858,12312.04970811743,492.4819883246928,48755.71684414502,29.06975,847.069528160196,423.53476408009806,16.941390563203772,1677.1976657571881
All Poultry,National,Small holder,Chick,Chick,Overall,2019,Health cost,allcause,alldisease,73872.29824870458,0.0,73872.29824870458,73872.29824870458,29.06975,2541.2085844805883,0.0,2541.2085844805883,2541.2085844805883
All Poultry,National,Small holder,Chick,Chick,Overall,2019,Mortality,External,All causes,1032772.77247554,156985.461621768,725081.2676968748,1340464.2772542052,29.06975,35527.40468960139,5400.303119970691,24942.81057445884,46111.99880474394
All Poultry,National,Small holder,Chick,Chick,Overall,2019,Mortality,Infectious,All diseases,2254101.44947265,174622.436928027,1911841.4730937171,2596361.425851583,29.06975,77541.136386541,6007.015434533389,65767.38613485555,89314.88663822644
All Poultry,National,Small holder,Chick,Chick,Overall,2019,Mortality,Infectious,Brucellosis,0.0,0.0,0.0,0.0,29.06975,0.0,0.0,0.0,0.0
All Poultry,National,Small holder,Chick,Chick,Overall,2019,Mortality,Infectious,FMD,0.0,0.0,0.0,0.0,29.06975,0.0,0.0,0.0,0.0
All Poultry,National,Small holder,Chick,Chick,Overall,2019,Mortality,Infectious,Other diseases,2254101.44947265,174622.436928027,1911841.4730937171,2596361.425851583,29.06975,77541.136386541,6007.015434533389,65767.38613485555,89314.88663822644
All Poultry,National,Small holder,Chick,Chick,Overall,2019,Mortality,Infectious,PPR,0.0,0.0,0.0,0.0,29.06975,0.0,0.0,0.0,0.0
All Poultry,National,Small holder,Chick,Chick,Overall,2019,Mortality,Infectious,known,0.0,0.0,0.0,0.0,29.06975,0.0,0.0,0.0,0.0
All Poultry,National,Small holder,Chick,Chick,Overall,2019,Mortality,Non-infectious,All conditions,896534.932375146,143370.95384252,615527.8628438069,1177542.001906485,29.06975,30840.82017819713,4931.96377136095,21174.17118632967,40507.46917006459
All Poultry,National,Small holder,Chick,Chick,Overall,2019,Mortality,allcause,alldisease,4183409.4924450964,16.8115,4183376.5419050963,4183442.4429850965,29.06975,143909.37288573507,0.5783159469895681,143908.23938647893,143910.50638499117
All Poultry,National,Small holder,Chick,Chick,Overall,2019,Production loss,External,All causes,-5341931.0130399,2361696.77722978,-9970856.696410269,-713005.3296695314,29.06975,-183762.53710609482,81242.41788215516,-342997.67615511897,-24527.398057070717
All Poultry,National,Small holder,Chick,Chick,Overall,2019,Production loss,Infectious,All diseases,-9327321.55637006,3906178.54670078,-16983431.50790359,-1671211.6048365328,29.06975,-320860.05405516253,134372.6226300804,-584230.3944101202,-57489.71370020495
All Poultry,National,Small holder,Chick,Chick,Overall,2019,Production loss,Infectious,Brucellosis,0.0,0.0,0.0,0.0,29.06975,0.0,0.0,0.0,0.0
All Poultry,National,Small holder,Chick,Chick,Overall,2019,Production loss,Infectious,FMD,0.0,0.0,0.0,0.0,29.06975,0.0,0.0,0.0,0.0
All Poultry,National,Small holder,Chick,Chick,Overall,2019,Production loss,Infectious,Other diseases,-9327321.55637006,3906178.54670078,-16983431.50790359,-1671211.6048365328,29.06975,-320860.05405516253,134372.6226300804,-584230.3944101202,-57489.71370020495
All Poultry,National,Small holder,Chick,Chick,Overall,2019,Production loss,Infectious,PPR,0.0,0.0,0.0,0.0,29.06975,0.0,0.0,0.0,0.0
All Poultry,National,Small holder,Chick,Chick,Overall,2019,Production loss,Infectious,known,0.0,0.0,0.0,0.0,29.06975,0.0,0.0,0.0,0.0
All Poultry,National,Small holder,Chick,Chick,Overall,2019,Production loss,Non-infectious,All conditions,-8234206.68218196,3523475.30180455,-15140218.273718879,-1328195.0906450422,29.06975,-283256.87982118735,121207.62310665038,-520823.8211102221,-45689.93853215258
All Poultry,National,Small holder,Chick,Chick,Overall,2019,Production loss,allcause,alldisease,-23144139.105854195,9221765.426200468,-41218799.34120712,-5069478.870501276,29.06975,-796158.8629367021,317228.9209986487,-1417927.5480940538,-174390.17777935058
All Poultry,National,Small holder,Chick,Chick,Overall,2020,Health cost,External,All causes,25855.304387046606,12927.652193523303,517.1060877409327,51193.50268635228,34.9271654040404,740.2634622062873,370.13173110314364,14.805269244125762,1465.7216551684487
All Poultry,National,Small holder,Chick,Chick,Overall,2020,Health cost,Infectious,All diseases,25855.304387046606,0.0,25855.304387046606,25855.304387046606,34.9271654040404,740.2634622062873,0.0,740.2634622062873,740.2634622062873
All Poultry,National,Small holder,Chick,Chick,Overall,2020,Health cost,Infectious,Brucellosis,0.0,0.0,0.0,0.0,34.9271654040404,0.0,0.0,0.0,0.0
All Poultry,National,Small holder,Chick,Chick,Overall,2020,Health cost,Infectious,FMD,0.0,0.0,0.0,0.0,34.9271654040404,0.0,0.0,0.0,0.0
All Poultry,National,Small holder,Chick,Chick,Overall,2020,Health cost,Infectious,Other diseases,25855.304387046606,0.0,25855.304387046606,25855.304387046606,34.9271654040404,740.2634622062873,0.0,740.2634622062873,740.2634622062873
All Poultry,National,Small holder,Chick,Chick,Overall,2020,Health cost,Infectious,PPR,0.0,0.0,0.0,0.0,34.9271654040404,0.0,0.0,0.0,0.0
All Poultry,National,Small holder,Chick,Chick,Overall,2020,Health cost,Infectious,known,0.0,0.0,0.0,0.0,34.9271654040404,0.0,0.0,0.0,0.0
All Poultry,National,Small holder,Chick,Chick,Overall,2020,Health cost,Non-infectious,All conditions,25855.304387046606,12927.652193523303,517.1060877409327,51193.50268635228,34.9271654040404,740.2634622062873,370.13173110314364,14.805269244125762,1465.7216551684487
